,empty_slots,free_bikes,id,latitude,longitude,name,timestamp,extra.address,extra.last_updated,extra.renting,extra.returning,extra.uid,extra.bike_uids,extra.number,extra.slots,Dist from Coit
19,18.0,29.0,blue-bikes,42.352175,-71.055547,South Station - 700 Atlantic Ave,2021-02-26T20:52:27.248000Z,,1614372245.0,1.0,1.0,22,,,,55.899742
20,5.0,15.0,blue-bikes,42.35892,-71.057629,Boston City Hall - 28 State St,2021-02-26T20:52:27.249000Z,,1614372603.0,1.0,1.0,23,,,,55.904405
21,5.0,8.0,blue-bikes,42.33758601097239,-71.09627097845076,Wentworth Institute of Technology - Huntington Ave at Vancouver St,2021-02-26T20:52:27.381000Z,,1614370116.0,1.0,1.0,160,,,,55.84442903252163
22,14.0,9.0,blue-bikes,42.3391085,-71.0514432,W Broadway at D St,2021-02-26T20:52:27.382000Z,,1614370792.0,1.0,1.0,161,,,,55.89077930000001
23,10.0,9.0,blue-bikes,42.34024644768889,-71.15168806174552,Commonwealth Ave at Chiswick Rd,2021-02-26T20:52:27.142000Z,,1614366948.0,1.0,1.0,344,,,,55.79167238594338
24,10.0,9.0,blue-bikes,42.36599432867437,-71.09522221614498,Harvard St at Greene-Rose Heritage Park,2021-02-26T20:52:27.195000Z,,1614372678.0,1.0,1.0,335,,,,55.8738861125294
25,2.0,13.0,blue-bikes,42.335543083570826,-71.15061519672052,Cleveland Circle,2021-02-26T20:52:27.145000Z,,1614370788.0,1.0,1.0,346,,,,55.78804188685031
26,14.0,5.0,blue-bikes,42.274620671812244,-71.09372552493369,Blue Hill Ave at Almont St,2021-02-26T20:52:27.146000Z,,1614332908.0,1.0,1.0,340,,,,55.78400914687856
27,13.0,6.0,blue-bikes,42.345392,-71.069616,Tremont St at E Berkeley St,2021-02-26T20:52:27.401000Z,,1614371078.0,1.0,1.0,4,,,,55.878890000000006
28,6.0,9.0,blue-bikes,42.344650628878306,-71.09732501226972,Boylston St at Jersey St,2021-02-26T20:52:27.148000Z,,1614372617.0,1.0,1.0,342,,,,55.85043961660859
29,5.0,14.0,blue-bikes,42.353334,-71.137313,Union Square - Brighton Ave at Cambridge St,2021-02-26T20:52:27.329000Z,,1614371298.0,1.0,1.0,8,,,,55.819134999999996
30,4.0,15.0,blue-bikes,42.344792,-71.044024,The Lawn on D,2021-02-26T20:52:27.384000Z,,1614372527.0,1.0,1.0,163,,,,55.90388200000001
31,9.0,6.0,blue-bikes,42.2945833,-71.087111,Talbot Ave At Blue Hill Ave,2021-02-26T20:52:27.149000Z,,1614332902.0,1.0,1.0,348,,,,55.81058630000001
32,13.0,4.0,blue-bikes,42.290333,-71.071806,Washington St at Talbot Ave,2021-02-26T20:52:27.150000Z,,1614333176.0,1.0,1.0,349,,,,55.82164100000001
33,7.0,8.0,blue-bikes,42.335741,-71.03877,South Boston Library - 646 E Broadway,2021-02-26T20:52:27.417000Z,,1614372397.0,1.0,1.0,119,,,,55.900085000000004
34,12.0,7.0,blue-bikes,42.36550728505653,-71.0801375997653,75 Binney St,2021-02-26T20:52:27.274000Z,,1614372196.0,1.0,1.0,398,,,,55.88848368529124
35,3.0,12.0,blue-bikes,42.336585554561154,-71.0988699646623,Huntington Ave at Mass Art,2021-02-26T20:52:27.199000Z,,1614372548.0,1.0,1.0,331,,,,55.84082958989886
36,6.0,9.0,blue-bikes,42.309054,-71.11543,Curtis Hall - South St at Centre St,2021-02-26T20:52:27.331000Z,,1614371199.0,1.0,1.0,124,,,,55.796738000000005
37,6.0,9.0,blue-bikes,42.32176525723952,-71.10984160567114,Hyde Square - Barbara St at Centre St,2021-02-26T20:52:27.332000Z,,1614371782.0,1.0,1.0,125,,,,55.81503765156839
38,5.0,10.0,blue-bikes,42.315692,-71.098634,Egleston Square - Atherton St at Washington St,2021-02-26T20:52:27.333000Z,,1614332353.0,1.0,1.0,126,,,,55.820172
39,13.0,5.0,blue-bikes,42.33889559644165,-71.08149975611013,Tremont St at Northampton St,2021-02-26T20:52:27.355000Z,,1614372457.0,1.0,1.0,364,,,,55.860509840331524
40,3.0,16.0,blue-bikes,42.397828,-71.130516,Linear Park - Mass. Ave. at Cameron Ave. ,2021-02-26T20:52:27.417000Z,,1614369977.0,1.0,1.0,118,,,,55.870426
41,2.0,17.0,blue-bikes,42.34942609892521,-71.06209959843909,Harrison Ave at Bennet St,2021-02-26T20:52:27.356000Z,,1614371681.0,1.0,1.0,365,,,,55.89044050048612
42,16.0,3.0,blue-bikes,42.351356,-71.059367,Chinatown Gate Plaza,2021-02-26T20:52:27.405000Z,,1614372374.0,1.0,1.0,59,,,,55.89510300000001
43,11.0,8.0,blue-bikes,42.355536284897084,-71.07286870479584,Mugar Way at Beacon St,2021-02-26T20:52:27.406000Z,,1614371591.0,1.0,1.0,58,,,,55.88578158010125
44,7.0,8.0,blue-bikes,42.354979,-71.063348,Tremont St at West St,2021-02-26T20:52:27.408000Z,,1614372517.0,1.0,1.0,54,,,,55.894745
45,8.0,5.0,blue-bikes,42.3350989929096,-71.07903778553009,Washington St at Lenox St,2021-02-26T20:52:27.410000Z,,1614362796.0,1.0,1.0,51,,,,55.859175207379515
46,10.0,5.0,blue-bikes,42.34254913737952,-71.07421449387857,Tremont St at W. Dedham St,2021-02-26T20:52:27.255000Z,,1614364516.0,1.0,1.0,379,,,,55.871448643500955
47,1.0,17.0,blue-bikes,42.38032335045416,-71.10878612855231,191 Beacon St,2021-02-26T20:52:27.256000Z,,1614370609.0,1.0,1.0,378,,,,55.87465122190186
48,18.0,5.0,blue-bikes,42.3334,-71.02495,Farragut Rd at E. 6th St,2021-02-26T20:52:27.151000Z,,1614365088.0,1.0,1.0,296,,,,55.911564
49,13.0,6.0,blue-bikes,42.35096144421219,-71.07782810926437,Dartmouth St at Newbury St,2021-02-26T20:52:27.258000Z,,1614371486.0,1.0,1.0,370,,,,55.87624733494782
50,8.0,7.0,blue-bikes,42.28634589486312,-71.13672129828046,Belgrade Ave at Walworth St,2021-02-26T20:52:27.259000Z,,1614333553.0,1.0,1.0,373,,,,55.75273859658266
51,2.0,17.0,blue-bikes,42.349589423682445,-71.0794677917329,Boylston St at Exeter St,2021-02-26T20:52:27.260000Z,,1614371165.0,1.0,1.0,372,,,,55.873235631949555
52,10.0,9.0,blue-bikes,42.35668334969929,-71.06166645884514,Tremont St at Hamilton Pl,2021-02-26T20:52:27.261000Z,,1614371222.0,1.0,1.0,374,,,,55.898130890854155
53,14.0,5.0,blue-bikes,42.37927324600841,-71.10341902831351,Perry Park,2021-02-26T20:52:27.262000Z,,1614371028.0,1.0,1.0,377,,,,55.878968217694904
54,9.0,6.0,blue-bikes,42.36027370454934,-71.12852452327388,Honan Library,2021-02-26T20:52:27.263000Z,,1614370802.0,1.0,1.0,376,,,,55.834863181275466
55,10.0,5.0,blue-bikes,42.316902,-71.091946,NCAAA - Walnut Ave at Crawford St,2021-02-26T20:52:27.312000Z,,1614364745.0,1.0,1.0,201,,,,55.82807000000001
56,21.0,4.0,blue-bikes,42.3936,-71.143941,84 Cambridgepark Dr,2021-02-26T20:52:27.346000Z,,1614347542.0,1.0,1.0,319,,,,55.852773000000006
57,4.0,15.0,blue-bikes,42.3636929,-71.0875672,Ames St at Broadway,2021-02-26T20:52:27.348000Z,,1614371670.0,1.0,1.0,318,,,,55.87923970000001
58,23.0,2.0,blue-bikes,42.355601213279265,-71.10394477844238,MIT Vassar St,2021-02-26T20:52:27.284000Z,,1614372533.0,1.0,1.0,179,,,,55.85477043483689
59,9.0,13.0,blue-bikes,42.37150494100319,-71.07249312120985,Child St at North St,2021-02-26T20:52:27.152000Z,,1614371460.0,1.0,1.0,195,,,,55.90212581979335
60,13.0,6.0,blue-bikes,42.386141411639564,-71.07828140258789,Broadway St at Mt Pleasant St,2021-02-26T20:52:27.153000Z,,1614368850.0,1.0,1.0,194,,,,55.91097400905168
61,9.0,6.0,blue-bikes,42.32143814183195,-71.09126061201096,MLK Blvd at Washington St,2021-02-26T20:52:27.154000Z,,1614365053.0,1.0,1.0,197,,,,55.833291529821
62,15.0,4.0,blue-bikes,42.35957320109044,-71.10129475593567,MIT Pacific St at Purrington St,2021-02-26T20:52:27.285000Z,,1614372562.0,1.0,1.0,178,,,,55.86139244515478
63,9.0,6.0,blue-bikes,42.332096063019364,-71.128458827734,Tappan St at Brookline Hills MBTA,2021-02-26T20:52:27.156000Z,,1614355841.0,1.0,1.0,191,,,,55.806751235285375
64,15.0,22.0,blue-bikes,42.365673,-71.064263,Nashua Street at Red Auerbach Way,2021-02-26T20:52:27.157000Z,,1614372505.0,1.0,1.0,190,,,,55.90452400000001
65,10.0,5.0,blue-bikes,42.33376472623494,-71.12046446660315,Brookline Town Hall,2021-02-26T20:52:27.158000Z,,1614372130.0,1.0,1.0,193,,,,55.81641425963179
66,4.0,13.0,blue-bikes,42.354659,-71.053181,Purchase St at Pearl St,2021-02-26T20:52:27.159000Z,,1614370802.0,1.0,1.0,192,,,,55.90459200000001
67,10.0,9.0,blue-bikes,42.387995,-71.119084,Porter Square Station,2021-02-26T20:52:27.412000Z,,1614369785.0,1.0,1.0,115,,,,55.872025
68,1.0,18.0,blue-bikes,42.36608797388682,-71.08633603909765,Binney St / Sixth St,2021-02-26T20:52:27.413000Z,,1614372215.0,1.0,1.0,117,,,,55.88286593478918
69,19.0,0.0,blue-bikes,42.379011,-71.119945,Harvard Law School at Mass Ave / Jarvis St,2021-02-26T20:52:27.267000Z,,1614372291.0,1.0,1.0,89,,,,55.86218
70,11.0,4.0,blue-bikes,42.40449,-71.123413,Packard Ave at Powderhouse Blvd,2021-02-26T20:52:27.415000Z,,1614370434.0,1.0,1.0,111,,,,55.88419100000001
71,10.0,5.0,blue-bikes,42.376369,-71.114025,Harvard University Gund Hall at Quincy St / Kirkland St,2021-02-26T20:52:27.416000Z,,1614372540.0,1.0,1.0,110,,,,55.865458000000004
72,8.0,6.0,blue-bikes,42.33826680058037,-71.13894682028331,Beacon St at Tappan St,2021-02-26T20:52:27.272000Z,,1614372138.0,1.0,1.0,82,,,,55.80243398029707
73,8.0,7.0,blue-bikes,42.30785224238503,-71.06512248516083,Bowdoin St at Quincy St,2021-02-26T20:52:27.316000Z,,1614358121.0,1.0,1.0,205,,,,55.84584375722421
74,4.0,15.0,blue-bikes,42.3621312344991,-71.09115600585936,MIT Stata Center at Vassar St / Main St,2021-02-26T20:52:27.273000Z,,1614372715.0,1.0,1.0,80,,,,55.87408922863975
75,4.0,14.0,blue-bikes,42.352409,-71.062679,Chinatown T Stop,2021-02-26T20:52:27.436000Z,,1614372629.0,1.0,1.0,81,,,,55.892844000000004
76,7.0,8.0,blue-bikes,42.366621,-71.114214,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,2021-02-26T20:52:27.277000Z,,1614371449.0,1.0,1.0,87,,,,55.855521
77,14.0,1.0,blue-bikes,42.366981,-71.076472,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,2021-02-26T20:52:27.278000Z,,1614372280.0,1.0,1.0,84,,,,55.89362300000001
78,4.0,15.0,blue-bikes,42.378338,-71.048927,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,2021-02-26T20:52:27.279000Z,,1614367437.0,1.0,1.0,85,,,,55.932525
79,11.0,4.0,blue-bikes,42.35154734791375,-71.12126246094704,Commonwealth Ave At Babcock St,2021-02-26T20:52:27.423000Z,,1614366896.0,1.0,1.0,226,,,,55.83339888696672
80,5.0,10.0,blue-bikes,42.34011512249236,-71.10061883926392,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,2021-02-26T20:52:27.351000Z,,1614370053.0,1.0,1.0,3,,,,55.842610283228446
81,6.0,9.0,blue-bikes,42.3533905070523,-71.04457139968872,Fan Pier,2021-02-26T20:52:27.280000Z,,1614362076.0,1.0,1.0,7,,,,55.91193310736359
82,0.0,14.0,blue-bikes,42.36254854409333,-71.0573735833168,Boston Public Market,2021-02-26T20:52:27.352000Z,,1614371590.0,1.0,1.0,369,,,,55.90828896077653
83,12.0,7.0,blue-bikes,42.3839322489048,-71.13961271959852,Vassal Lane at Tobin/VLUS,2021-02-26T20:52:27.354000Z,,1614360819.0,1.0,1.0,367,,,,55.84743352930629
84,11.0,28.0,blue-bikes,42.300923,-71.114249,Forest Hills,2021-02-26T20:52:27.162000Z,,1614370189.0,1.0,1.0,273,,,,55.789788
85,13.0,6.0,blue-bikes,42.33023070528729,-71.05060093123029,Columbia Rd at Tierney Community Center,2021-02-26T20:52:27.357000Z,,1614370646.0,1.0,1.0,362,,,,55.882743774057005
86,14.0,5.0,blue-bikes,42.34521562115022,-71.0638403149278,Harrison Ave at Mullins Way,2021-02-26T20:52:27.358000Z,,1614372245.0,1.0,1.0,363,,,,55.88448930622242
87,8.0,7.0,blue-bikes,42.3294633,-71.0901582,Bartlett St at John Elliot Sq,2021-02-26T20:52:27.359000Z,,1614369477.0,1.0,1.0,360,,,,55.8424191
88,1.0,18.0,blue-bikes,42.34924376955301,-71.09728209692548,Deerfield St at Commonwealth Ave,2021-02-26T20:52:27.360000Z,,1614371958.0,1.0,1.0,361,,,,55.855075672627535
89,1.0,17.0,blue-bikes,42.36135837662249,-71.09670273977825,Mass Ave at Albany St,2021-02-26T20:52:27.361000Z,,1614372585.0,1.0,1.0,380,,,,55.867769636844244
90,10.0,9.0,blue-bikes,42.380788172914286,-71.15412890911102,700 Huron Ave,2021-02-26T20:52:27.257000Z,,1614372296.0,1.0,1.0,371,,,,55.82977326380327
91,3.0,14.0,blue-bikes,42.377945,-71.116865,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,2021-02-26T20:52:27.172000Z,,1614369229.0,1.0,1.0,108,,,,55.864194
92,25.0,10.0,blue-bikes,42.36590788445084,-71.06446668505669,West End Park,2021-02-26T20:52:27.173000Z,,1614369849.0,1.0,1.0,109,,,,55.90455519939416
93,5.0,8.0,blue-bikes,42.33664795427071,-71.0689445958451,Albany St at E. Brookline St,2021-02-26T20:52:27.364000Z,,1614366505.0,1.0,1.0,385,,,,55.87081735842562
94,5.0,14.0,blue-bikes,42.36860524248197,-71.09930185605663,Sennott Park Broadway at Norfolk Street,2021-02-26T20:52:27.365000Z,,1614371908.0,1.0,1.0,386,,,,55.87241738642535
95,15.0,0.0,blue-bikes,42.400877,-71.116772,Powder House Circle - Nathan Tufts Park,2021-02-26T20:52:27.174000Z,,1614370545.0,1.0,1.0,102,,,,55.88721900000001
96,16.0,9.0,blue-bikes,42.396969,-71.123024,Davis Square,2021-02-26T20:52:27.177000Z,,1614366176.0,1.0,1.0,100,,,,55.877059
97,0.0,19.0,blue-bikes,42.3625,-71.08822,Ames St at Main St,2021-02-26T20:52:27.178000Z,,1614372565.0,1.0,1.0,107,,,,55.877393999999995
98,15.0,4.0,blue-bikes,42.380287,-71.125107,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,2021-02-26T20:52:27.179000Z,,1614371405.0,1.0,1.0,104,,,,55.85829400000001
99,10.0,9.0,blue-bikes,42.357218503176526,-71.1138716340065,Lower Cambridgeport at Magazine St / Riverside Rd,2021-02-26T20:52:27.180000Z,,1614371906.0,1.0,1.0,105,,,,55.84646086917003
100,17.0,9.0,blue-bikes,42.338514601785995,-71.07404083013535,Washington St at Rutland St,2021-02-26T20:52:27.181000Z,,1614372203.0,1.0,1.0,39,,,,55.867587771650655
101,8.0,10.0,blue-bikes,42.37438408515815,-71.1001574621514,Inman Square at Springfield St.,2021-02-26T20:52:27.362000Z,,1614372595.0,1.0,1.0,381,,,,55.87734062300675
102,17.0,10.0,blue-bikes,42.348706,-71.097009,Kenmore Square,2021-02-26T20:52:27.182000Z,,1614372374.0,1.0,1.0,33,,,,55.854811000000005
103,7.0,12.0,blue-bikes,42.34881026188269,-71.04167744055303,Seaport Hotel - Congress St at Seaport Ln,2021-02-26T20:52:27.185000Z,,1614371491.0,1.0,1.0,31,,,,55.910246821329665
104,4.0,11.0,blue-bikes,42.33462893055976,-71.10407917767589,Brigham Circle - Francis St at Huntington Ave,2021-02-26T20:52:27.186000Z,,1614369294.0,1.0,1.0,30,,,,55.83366375288388
105,6.0,9.0,blue-bikes,42.35732921867706,-71.14673539996147,New Balance - 20 Guest St,2021-02-26T20:52:27.187000Z,,1614372047.0,1.0,1.0,37,,,,55.81370781871559
106,2.0,31.0,blue-bikes,42.34992828230057,-71.07739206866427,Copley Square - Dartmouth St at Boylston St,2021-02-26T20:52:27.188000Z,,1614372434.0,1.0,1.0,36,,,,55.875650213636305
107,5.0,10.0,blue-bikes,42.39329263225162,-71.0724475979805,Encore,2021-02-26T20:52:27.266000Z,,1614370608.0,1.0,1.0,391,,,,55.92395903427113
108,10.0,5.0,blue-bikes,42.348358628170445,-71.13997217276847,Commonwealth Ave at Kelton St,2021-02-26T20:52:27.194000Z,,1614370429.0,1.0,1.0,338,,,,55.81150045540198
109,8.0,7.0,blue-bikes,42.2856944,-71.0641389,Ashmont T Stop,2021-02-26T20:52:27.160000Z,,1614347824.0,1.0,1.0,271,,,,55.8246695
110,6.0,13.0,blue-bikes,42.39120971915856,-71.12260755160605,Mass Ave at Hadley/Walden,2021-02-26T20:52:27.196000Z,,1614370089.0,1.0,1.0,334,,,,55.87171616755251
111,10.0,5.0,blue-bikes,42.287072,-71.127754,Roslindale Village - South St,2021-02-26T20:52:27.197000Z,,1614365365.0,1.0,1.0,337,,,,55.76243200000001
112,5.0,10.0,blue-bikes,42.267902,-71.093641,Mattapan T Stop,2021-02-26T20:52:27.198000Z,,1614332897.0,1.0,1.0,336,,,,55.777375
113,5.0,10.0,blue-bikes,42.38674802045056,-71.11901879310608,Lesley University,2021-02-26T20:52:27.287000Z,,1614371661.0,1.0,1.0,176,,,,55.87084322734449
114,3.0,12.0,blue-bikes,42.38100143038052,-71.10402522613185,30 Dane St,2021-02-26T20:52:27.200000Z,,1614366306.0,1.0,1.0,330,,,,55.880090204248674
115,12.0,13.0,blue-bikes,42.37500235137831,-71.14871613699506,699 Mt Auburn St,2021-02-26T20:52:27.201000Z,,1614356918.0,1.0,1.0,333,,,,55.829400214383256
116,11.0,3.0,blue-bikes,42.34953016890375,-71.13022770741735,Harvard Ave at Brainerd Rd,2021-02-26T20:52:27.202000Z,,1614372609.0,1.0,1.0,332,,,,55.822416461486405
117,6.0,9.0,blue-bikes,42.28297567840305,-71.05466698296368,Gallivan Blvd at Adams St,2021-02-26T20:52:27.369000Z,,1614332894.0,1.0,1.0,258,,,,55.83142269543937
118,8.0,7.0,blue-bikes,42.344040510016356,-71.05737626552582,Dorchester Ave at Gillette Park,2021-02-26T20:52:27.411000Z,,1614371481.0,1.0,1.0,63,,,,55.88977824449054
119,16.0,7.0,blue-bikes,42.347763454147454,-71.0453599691391,Boston Convention and Exhibition Center - Summer St at West Side Dr,2021-02-26T20:52:27.370000Z,,1614348155.0,1.0,1.0,65,,,,55.90551748500836
120,12.0,3.0,blue-bikes,42.34922469338298,-71.13275302578586,Commonwealth Ave at Griggs St,2021-02-26T20:52:27.371000Z,,1614372276.0,1.0,1.0,66,,,,55.819585667597124
121,2.0,23.0,blue-bikes,42.3581,-71.093198,MIT at Mass Ave / Amherst St,2021-02-26T20:52:27.372000Z,,1614372379.0,1.0,1.0,67,,,,55.868016000000004
122,15.0,4.0,blue-bikes,42.36507,-71.1031,Central Square at Mass Ave / Essex St,2021-02-26T20:52:27.373000Z,,1614372201.0,1.0,1.0,68,,,,55.86508400000001
123,11.0,8.0,blue-bikes,42.341598,-71.123338,Coolidge Corner - Beacon St at Centre St,2021-02-26T20:52:27.374000Z,,1614372671.0,1.0,1.0,69,,,,55.821374
124,16.0,1.0,blue-bikes,42.34894857235593,-71.15027189254761,Brighton Center - Washington St at Cambridge St,2021-02-26T20:52:27.288000Z,,1614368286.0,1.0,1.0,175,,,,55.80179067980833
125,9.0,6.0,blue-bikes,42.3489528466951,-71.16031676530838,Washington St at Brock St,2021-02-26T20:52:27.289000Z,,1614330531.0,1.0,1.0,174,,,,55.79175008138672
126,10.0,4.0,blue-bikes,42.3106,-71.0539,Savin Hill T Stop - S Sydney St at Bay St,2021-02-26T20:52:27.290000Z,,1614339186.0,1.0,1.0,173,,,,55.85981400000001
127,10.0,9.0,blue-bikes,42.36264779118595,-71.10006093978882,University Park,2021-02-26T20:52:27.286000Z,,1614371527.0,1.0,1.0,177,,,,55.865700851397136
128,16.0,7.0,blue-bikes,42.37408991426522,-71.06905996799469,Bunker Hill Community College,2021-02-26T20:52:27.291000Z,,1614367839.0,1.0,1.0,171,,,,55.908143946270535
129,8.0,5.0,blue-bikes,42.303469,-71.085347,Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave,2021-02-26T20:52:27.292000Z,,1614370926.0,1.0,1.0,170,,,,55.821236000000006
130,9.0,6.0,blue-bikes,42.309572,-71.0729,Columbia Rd at Ceylon St,2021-02-26T20:52:27.314000Z,,1614355058.0,1.0,1.0,203,,,,55.839786000000004
131,7.0,6.0,blue-bikes,42.343749,-71.062256,Troy Boston,2021-02-26T20:52:27.426000Z,,1614371628.0,1.0,1.0,222,,,,55.884607
132,16.0,3.0,blue-bikes,42.351828068920675,-71.06781138111728,Park Plaza at Charles St S.,2021-02-26T20:52:27.144000Z,,1614370955.0,1.0,1.0,345,,,,55.8871306878034
133,14.0,5.0,blue-bikes,42.32039374304257,-71.05355408051764,Sydney St at Carson St,2021-02-26T20:52:27.251000Z,,1614366184.0,0.0,0.0,405,,,,55.869953662524935
134,18.0,1.0,blue-bikes,42.36769018024484,-71.07116281986237,Museum of Science,2021-02-26T20:52:27.293000Z,,1614370571.0,1.0,1.0,182,,,,55.89964136038248
135,3.0,15.0,blue-bikes,42.395588457167094,-71.14260613918304,Alewife MBTA at Steel Place,2021-02-26T20:52:27.294000Z,,1614371641.0,1.0,1.0,183,,,,55.856096317984054
136,11.0,8.0,blue-bikes,42.37478628706384,-71.13320231437683,Mt Auburn,2021-02-26T20:52:27.295000Z,,1614372726.0,1.0,1.0,180,,,,55.844697972687015
137,16.0,3.0,blue-bikes,42.381650612901176,-71.13426981498378,Huron Ave At Vassal Lane,2021-02-26T20:52:27.296000Z,,1614372591.0,1.0,1.0,181,,,,55.8504947979174
138,12.0,3.0,blue-bikes,42.309796,-71.092225,Franklin Park - Seaver St at Humboldt Ave,2021-02-26T20:52:27.383000Z,,1614337639.0,1.0,1.0,162,,,,55.820685000000005
139,5.0,14.0,blue-bikes,42.35775309465199,-71.10393404960632,Sidney Research Campus/Erie Street at Waverly,2021-02-26T20:52:27.297000Z,,1614372703.0,1.0,1.0,184,,,,55.85693304504567
140,9.0,6.0,blue-bikes,42.39108438146733,-71.09039425849915,Foss Park,2021-02-26T20:52:27.299000Z,,1614346762.0,1.0,1.0,188,,,,55.90380412296819
141,5.0,18.0,blue-bikes,42.362427842912396,-71.08495473861694,Kendall T,2021-02-26T20:52:27.300000Z,,1614372499.0,1.0,1.0,189,,,,55.88058710429546
142,2.0,12.0,blue-bikes,42.30791,-71.080952,Grove Hall Library - 41 Geneva Ave,2021-02-26T20:52:27.315000Z,,1614331659.0,1.0,1.0,202,,,,55.83007200000001
143,10.0,5.0,blue-bikes,42.28630716010807,-71.12820532182013,Roslindale Village - Washington St,2021-02-26T20:52:27.147000Z,,1614333193.0,1.0,1.0,341,,,,55.761215838287946
144,8.0,2.0,blue-bikes,42.31787329345602,-71.08243077993393,Roxbury YMCA - Warren St at MLK Blvd,2021-02-26T20:52:27.155000Z,,1614360665.0,1.0,1.0,196,,,,55.83855651352209
145,6.0,13.0,blue-bikes,42.37250864997261,-71.11305356025696,Verizon Innovation Hub 10 Ware Street,2021-02-26T20:52:27.427000Z,,1614371513.0,1.0,1.0,221,,,,55.862569089715656
146,5.0,10.0,blue-bikes,42.36544486137399,-71.08277142047882,Third at Binney,2021-02-26T20:52:27.298000Z,,1614372568.0,1.0,1.0,185,,,,55.88578744089517
147,20.0,3.0,blue-bikes,42.371848,-71.060292,Warren St at Chelsea St,2021-02-26T20:52:27.205000Z,,1614369008.0,1.0,1.0,98,,,,55.91467
148,11.0,3.0,blue-bikes,42.39648358247693,-71.06546759905541,Broadway at Lynde St,2021-02-26T20:52:27.428000Z,,1614371269.0,1.0,1.0,390,,,,55.93412998342153
149,16.0,3.0,blue-bikes,42.378965,-71.068607,Edwards Playground - Main St at Eden St,2021-02-26T20:52:27.380000Z,,1614371078.0,1.0,1.0,169,,,,55.913472000000006
150,12.0,7.0,blue-bikes,42.361619320766856,-71.0804355052096,One Memorial Drive,2021-02-26T20:52:27.422000Z,,1614371089.0,1.0,1.0,228,,,,55.884297815557254
151,4.0,14.0,blue-bikes,42.366277,-71.09169,One Kendall Square at Hampshire St / Portland St,2021-02-26T20:52:27.206000Z,,1614372414.0,1.0,1.0,91,,,,55.877701
152,13.0,6.0,blue-bikes,42.370677,-71.076529,Lechmere Station at Cambridge St / First St,2021-02-26T20:52:27.207000Z,,1614370823.0,1.0,1.0,90,,,,55.89726200000001
153,9.0,6.0,blue-bikes,42.32033973515723,-71.05118036270142,JFK/UMass T Stop,2021-02-26T20:52:27.208000Z,,1614362359.0,1.0,1.0,93,,,,55.87227337245582
154,12.0,3.0,blue-bikes,42.372969,-71.094445,Cambridge St - at Columbia St / Webster Ave,2021-02-26T20:52:27.210000Z,,1614371729.0,1.0,1.0,95,,,,55.88163800000001
155,6.0,4.0,blue-bikes,42.375603,-71.064608,Main St at Austin St,2021-02-26T20:52:27.211000Z,,1614368032.0,1.0,1.0,94,,,,55.914108999999996
156,9.0,10.0,blue-bikes,42.373379,-71.111075,Cambridge Main Library at Broadway / Trowbridge St,2021-02-26T20:52:27.213000Z,,1614372541.0,1.0,1.0,96,,,,55.865418000000005
157,2.0,13.0,blue-bikes,42.338629,-71.1065,Longwood Ave at Binney St,2021-02-26T20:52:27.301000Z,,1614371178.0,1.0,1.0,11,,,,55.835243000000006
158,6.0,4.0,blue-bikes,42.350406,-71.108279,B.U. Central - 725 Comm. Ave.,2021-02-26T20:52:27.302000Z,,1614372199.0,1.0,1.0,10,,,,55.84524100000001
159,15.0,3.0,blue-bikes,42.33624444796878,-71.08798563480377,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,2021-02-26T20:52:27.303000Z,,1614372387.0,1.0,1.0,12,,,,55.851372813165014
160,9.0,5.0,blue-bikes,42.3615457081725,-71.13776206970215,Brighton Mills - 370 Western Ave,2021-02-26T20:52:27.304000Z,,1614371467.0,1.0,1.0,15,,,,55.826897638470356
161,6.0,19.0,blue-bikes,42.3374174845973,-71.10286116600037,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,2021-02-26T20:52:27.305000Z,,1614372430.0,1.0,1.0,14,,,,55.83767031859694
162,15.0,0.0,blue-bikes,42.364263440638524,-71.1182756971175,Soldiers Field Park - 111 Western Ave,2021-02-26T20:52:27.306000Z,,1614371072.0,1.0,1.0,17,,,,55.84910174352103
163,5.0,14.0,blue-bikes,42.34807412317439,-71.07657015323639,Back Bay T Stop - Dartmouth St at Stuart St,2021-02-26T20:52:27.307000Z,,1614371785.0,1.0,1.0,16,,,,55.87461796993801
164,11.0,4.0,blue-bikes,42.347241,-71.105301,Park Dr at Buswell St,2021-02-26T20:52:27.308000Z,,1614371957.0,1.0,1.0,19,,,,55.845054000000005
165,11.0,7.0,blue-bikes,42.292917,-71.06575,Shawmut T Stop,2021-02-26T20:52:27.161000Z,,1614372709.0,1.0,1.0,272,,,,55.830281000000014
166,17.0,6.0,blue-bikes,42.370803,-71.104412,359 Broadway - Broadway at Fayette Street,2021-02-26T20:52:27.414000Z,,1614371460.0,1.0,1.0,116,,,,55.86950500000001
167,9.0,5.0,blue-bikes,42.39836059620832,-71.06373842814719,Broadway at Beacham St,2021-02-26T20:52:27.268000Z,,1614372123.0,1.0,1.0,397,,,,55.937736168061136
